  time(s)      time(days)   fissrate     neuflue1     neuflue2     dpa(dpa)     bup(Mwd/kgM) bupave       bup(FIMA)    bup2(FIMA)   bupave(FIMA) temfi(c)     temfo(c)     temci(c)     temco(c)     tfave(c)     tcave(c)     hgap(w/m2/k) rfi(mm)      rfo(mm)      rci(mm)      rco(mm)      gap(mkm)     gapth(mkm)   gpres(mPa)   pfc(mpa)     htc(w/m2-k)  fgrpp(%)     efs(%)       eh(%)        et(%)        efh(%)       efz(%)       ez(%)        dlfuel(%)    dlfuelp(%)   dlclad(%)    ecef(%)      swclose(-)   swopen(-)    swsol(-)     swtot(-)     efsz(-)      efsh(-)      efsr(-)      xwast(m)     phstrain(%)  tchstrain(%)   sigh(MPa)  gap_state    
  7.60000E+07  8.79630E+02  3.04459E+19  1.20689E+01  2.18485E+01  8.73940E+01  5.56728E+01  5.56728E+01  6.05650E-02  6.61356E-02  6.05650E-02  8.21825E+02  5.70111E+02  5.69998E+02  5.38331E+02  6.96499E+02  5.53574E+02  1.57311E+07  0.00000E+00  4.54786E+00  4.54991E+00  5.07281E+00  2.04877E+00  4.04877E+00  2.88316E+00  9.97663E+00  1.33276E+05  8.89966E+01  1.32338E+01  1.08664E+00  6.76114E-01  1.80085E+01  7.25901E+00  1.23973E+00  7.35195E+00  6.10551E+00  1.59423E+00  0.00000E+00  9.99008E-02  2.06143E-01  9.08474E-02  3.97013E-01  7.81465E-02  1.59352E-01  1.59352E-01  4.13155E-05  1.57899E+00  2.00284E-01  6.56118E+01       clos
  7.61000E+07  8.80787E+02  3.04459E+19  1.20703E+01  2.18772E+01  8.75089E+01  5.57460E+01  5.57460E+01  6.06446E-02  6.62226E-02  6.06446E-02  8.21761E+02  5.70111E+02  5.69998E+02  5.38331E+02  6.96474E+02  5.53574E+02  1.57311E+07  0.00000E+00  4.54789E+00  4.54994E+00  5.07283E+00  2.04877E+00  4.04877E+00  2.88734E+00  9.99531E+00  1.33276E+05  8.90087E+01  1.32338E+01  1.08727E+00  6.76114E-01  1.80084E+01  7.25986E+00  1.24059E+00  7.35339E+00  6.10693E+00  1.59567E+00  0.00000E+00  9.97125E-02  2.06024E-01  9.09670E-02  3.97013E-01  7.81465E-02  1.59352E-01  1.59352E-01  4.13986E-05  1.58036E+00  2.00614E-01  6.57883E+01       clos
  7.62000E+07  8.81944E+02  3.04459E+19  1.20717E+01  2.19060E+01  8.76239E+01  5.58193E+01  5.58193E+01  6.07243E-02  6.63097E-02  6.07243E-02  8.21718E+02  5.70111E+02  5.69998E+02  5.38331E+02  6.96439E+02  5.53574E+02  1.57311E+07  0.00000E+00  4.54791E+00  4.54996E+00  5.07284E+00  2.04877E+00  4.04877E+00  2.89164E+00  9.96886E+00  1.33276E+05  8.90250E+01  1.32338E+01  1.08767E+00  6.76114E-01  1.80084E+01  7.26048E+00  1.24121E+00  7.35486E+00  6.10844E+00  1.59714E+00  0.00000E+00  9.95236E-02  2.05904E-01  9.10865E-02  3.97013E-01  7.81465E-02  1.59352E-01  1.59352E-01  4.14818E-05  1.58141E+00  2.00944E-01  6.55550E+01       clos
  7.63000E+07  8.83102E+02  3.04459E+19  1.20731E+01  2.19347E+01  8.77389E+01  5.58925E+01  5.58925E+01  6.08040E-02  6.63967E-02  6.08040E-02  8.21674E+02  5.70111E+02  5.69998E+02  5.38331E+02  6.96433E+02  5.53574E+02  1.57311E+07  0.00000E+00  4.54792E+00  4.54997E+00  5.07286E+00  2.04877E+00  4.04877E+00  2.89575E+00  9.93753E+00  1.33276E+05  8.90350E+01  1.32338E+01  1.08803E+00  6.76114E-01  1.80084E+01  7.26109E+00  1.24182E+00  7.35632E+00  6.10987E+00  1.59860E+00  0.00000E+00  9.93366E-02  2.05784E-01  9.12060E-02  3.97013E-01  7.81465E-02  1.59352E-01  1.59352E-01  4.15650E-05  1.58274E+00  2.01273E-01  6.52797E+01       clos
  7.64000E+07  8.84259E+02  3.04459E+19  1.20745E+01  2.19635E+01  8.78539E+01  5.59658E+01  5.59658E+01  6.08837E-02  6.64837E-02  6.08837E-02  8.21609E+02  5.70111E+02  5.69998E+02  5.38331E+02  6.96400E+02  5.53574E+02  1.57311E+07  0.00000E+00  4.54796E+00  4.55001E+00  5.07288E+00  2.04877E+00  4.04877E+00  2.90007E+00  9.97714E+00  1.33276E+05  8.90517E+01  1.32338E+01  1.08879E+00  6.76114E-01  1.80084E+01  7.26201E+00  1.24274E+00  7.35782E+00  6.11141E+00  1.60010E+00  0.00000E+00  9.91432E-02  2.05665E-01  9.13256E-02  3.97013E-01  7.81465E-02  1.59352E-01  1.59352E-01  4.16483E-05  1.58409E+00  2.01603E-01  6.56436E+01       clos
  7.65000E+07  8.85417E+02  3.04459E+19  1.20759E+01  2.19922E+01  8.79689E+01  5.60390E+01  5.60390E+01  6.09634E-02  6.65707E-02  6.09634E-02  8.21533E+02  5.70111E+02  5.69998E+02  5.38331E+02  6.96389E+02  5.53574E+02  1.57311E+07  0.00000E+00  4.54797E+00  4.55002E+00  5.07289E+00  2.04877E+00  4.04877E+00  2.90424E+00  9.94344E+00  1.33276E+05  8.90635E+01  1.32338E+01  1.08914E+00  6.76114E-01  1.80083E+01  7.26262E+00  1.24335E+00  7.35928E+00  6.11286E+00  1.60156E+00  0.00000E+00  9.99503E-02  2.05545E-01  9.14451E-02  3.97013E-01  7.81465E-02  1.59352E-01  1.59352E-01  4.17316E-05  1.58527E+00  2.01931E-01  6.53451E+01       clos
  7.66000E+07  8.86574E+02  3.04459E+19  1.20773E+01  2.20210E+01  8.80839E+01  5.61123E+01  5.61123E+01  6.10431E-02  6.66577E-02  6.10431E-02  8.21652E+02  5.70111E+02  5.69998E+02  5.38331E+02  6.96455E+02  5.53574E+02  1.57311E+07  0.00000E+00  4.54800E+00  4.55005E+00  5.07291E+00  2.04877E+00  4.04877E+00  2.90841E+00  9.93648E+00  1.33276E+05  8.90753E+01  1.32338E+01  1.08965E+00  6.76114E-01  1.80086E+01  7.26327E+00  1.24400E+00  7.36072E+00  6.11429E+00  1.60300E+00  0.00000E+00  9.97741E-02  2.05426E-01  9.15646E-02  3.97013E-01  7.81465E-02  1.59352E-01  1.59352E-01  4.18150E-05  1.58641E+00  2.02257E-01  6.52896E+01       clos
  7.67000E+07  8.87731E+02  3.04459E+19  1.20787E+01  2.20497E+01  8.81989E+01  5.61855E+01  5.61855E+01  6.11228E-02  6.67448E-02  6.11228E-02  8.21498E+02  5.70111E+02  5.69998E+02  5.38331E+02  6.96372E+02  5.53574E+02  1.57311E+07  0.00000E+00  4.54802E+00  4.55007E+00  5.07293E+00  2.04877E+00  4.04877E+00  2.91262E+00  9.95352E+00  1.33276E+05  8.90882E+01  1.32338E+01  1.09027E+00  6.76114E-01  1.80084E+01  7.26412E+00  1.24484E+00  7.36221E+00  6.11579E+00  1.60449E+00  0.00000E+00  9.95747E-02  2.05306E-01  9.16842E-02  3.97013E-01  7.81465E-02  1.59352E-01  1.59352E-01  4.18984E-05  1.58765E+00  2.02584E-01  6.54496E+01       clos
  7.68000E+07  8.88889E+02  3.04459E+19  1.20801E+01  2.20785E+01  8.83139E+01  5.62588E+01  5.62588E+01  6.12025E-02  6.68318E-02  6.12025E-02  8.21460E+02  5.70111E+02  5.69998E+02  5.38331E+02  6.96385E+02  5.53574E+02  1.57311E+07  0.00000E+00  4.54804E+00  4.55009E+00  5.07294E+00  2.04877E+00  4.04877E+00  2.91682E+00  9.92851E+00  1.33276E+05  8.91011E+01  1.32338E+01  1.09067E+00  6.76114E-01  1.80084E+01  7.26477E+00  1.24550E+00  7.36369E+00  6.11728E+00  1.60597E+00  0.00000E+00  9.93790E-02  2.05187E-01  9.18037E-02  3.97013E-01  7.81465E-02  1.59352E-01  1.59352E-01  4.19819E-05  1.58919E+00  2.02912E-01  6.52307E+01       clos
  7.69000E+07  8.90046E+02  3.04459E+19  1.20815E+01  2.21072E+01  8.84289E+01  5.63320E+01  5.63320E+01  6.12822E-02  6.69188E-02  6.12822E-02  8.21365E+02  5.70111E+02  5.69998E+02  5.38331E+02  6.96303E+02  5.53574E+02  1.57311E+07  0.00000E+00  4.54807E+00  4.55012E+00  5.07297E+00  2.04877E+00  4.04877E+00  2.92115E+00  9.94230E+00  1.33276E+05  8.91177E+01  1.32338E+01  1.09127E+00  6.76114E-01  1.80083E+01  7.26558E+00  1.24631E+00  7.36518E+00  6.11881E+00  1.60746E+00  0.00000E+00  9.91776E-02  2.05067E-01  9.19233E-02  3.97013E-01  7.81465E-02  1.59352E-01  1.59352E-01  4.20654E-05  1.59016E+00  2.03237E-01  6.53627E+01       clos
  7.70000E+07  8.91204E+02  3.04459E+19  1.20829E+01  2.21360E+01  8.85439E+01  5.64053E+01  5.64053E+01  6.13619E-02  6.70058E-02  6.13619E-02  8.21416E+02  5.70111E+02  5.69998E+02  5.38331E+02  6.96365E+02  5.53574E+02  1.57311E+07  0.00000E+00  4.54809E+00  4.55014E+00  5.07298E+00  2.04877E+00  4.04877E+00  2.92530E+00  9.94558E+00  1.33276E+05  8.91288E+01  1.32338E+01  1.09184E+00  6.76114E-01  1.80084E+01  7.26629E+00  1.24702E+00  7.36667E+00  6.12029E+00  1.60895E+00  0.00000E+00  9.99929E-02  2.04948E-01  9.20428E-02  3.97013E-01  7.81465E-02  1.59352E-01  1.59352E-01  4.21490E-05  1.59151E+00  2.03565E-01  6.53991E+01       clos
  7.71000E+07  8.92361E+02  3.04459E+19  1.20843E+01  2.21647E+01  8.86589E+01  5.64786E+01  5.64786E+01  6.14415E-02  6.70928E-02  6.14415E-02  8.21283E+02  5.70111E+02  5.69998E+02  5.38331E+02  6.96310E+02  5.53574E+02  1.57311E+07  0.00000E+00  4.54811E+00  4.55015E+00  5.07299E+00  2.04877E+00  4.04877E+00  2.92952E+00  9.89512E+00  1.33276E+05  8.91419E+01  1.32338E+01  1.09207E+00  6.76114E-01  1.80082E+01  7.26688E+00  1.24761E+00  7.36809E+00  6.12172E+00  1.61037E+00  0.00000E+00  9.97893E-02  2.04828E-01  9.21623E-02  3.97013E-01  7.81465E-02  1.59352E-01  1.59352E-01  4.22327E-05  1.59269E+00  2.03891E-01  6.49505E+01       clos
  7.72000E+07  8.93519E+02  3.04459E+19  1.20858E+01  2.21935E+01  8.87739E+01  5.65518E+01  5.65518E+01  6.15212E-02  6.71799E-02  6.15212E-02  8.21365E+02  5.70111E+02  5.69998E+02  5.38331E+02  6.96340E+02  5.53574E+02  1.57311E+07  0.00000E+00  4.54814E+00  4.55019E+00  5.07302E+00  2.04877E+00  4.04877E+00  2.93373E+00  9.94367E+00  1.33276E+05  8.91546E+01  1.32338E+01  1.09290E+00  6.76114E-01  1.80085E+01  7.26774E+00  1.24847E+00  7.36956E+00  6.12319E+00  1.61184E+00  0.00000E+00  9.96025E-02  2.04709E-01  9.22819E-02  3.97013E-01  7.81465E-02  1.59352E-01  1.59352E-01  4.23164E-05  1.59400E+00  2.04216E-01  6.53958E+01       clos
  7.73000E+07  8.94676E+02  3.04459E+19  1.20872E+01  2.22222E+01  8.88889E+01  5.66251E+01  5.66251E+01  6.16009E-02  6.72669E-02  6.16009E-02  8.21207E+02  5.70111E+02  5.69998E+02  5.38331E+02  6.96284E+02  5.53574E+02  1.57311E+07  0.00000E+00  4.54816E+00  4.55021E+00  5.07303E+00  2.04877E+00  4.04877E+00  2.93794E+00  9.90540E+00  1.33276E+05  8.91675E+01  1.32338E+01  1.09320E+00  6.76114E-01  1.80082E+01  7.26838E+00  1.24911E+00  7.37104E+00  6.12468E+00  1.61332E+00  0.00000E+00  9.93953E-02  2.04589E-01  9.24014E-02  3.97013E-01  7.81465E-02  1.59352E-01  1.59352E-01  4.24001E-05  1.59526E+00  2.04542E-01  6.50576E+01       clos
  7.74000E+07  8.95833E+02  3.04459E+19  1.20886E+01  2.22510E+01  8.90038E+01  5.66983E+01  5.66983E+01  6.16806E-02  6.73539E-02  6.16806E-02  8.21265E+02  5.70111E+02  5.69998E+02  5.38331E+02  6.96345E+02  5.53574E+02  1.57311E+07  0.00000E+00  4.54818E+00  4.55023E+00  5.07305E+00  2.04877E+00  4.04877E+00  2.94223E+00  9.90685E+00  1.33276E+05  8.91827E+01  1.32338E+01  1.09376E+00  6.76114E-01  1.80085E+01  7.26909E+00  1.24981E+00  7.37249E+00  6.12617E+00  1.61477E+00  0.00000E+00  9.92041E-02  2.04470E-01  9.25209E-02  3.97013E-01  7.81465E-02  1.59352E-01  1.59352E-01  4.24840E-05  1.59652E+00  2.04866E-01  6.50776E+01       clos
  7.75000E+07  8.96991E+02  3.04459E+19  1.20900E+01  2.22797E+01  8.91188E+01  5.67716E+01  5.67716E+01  6.17603E-02  6.74409E-02  6.17603E-02  8.21160E+02  5.70111E+02  5.69998E+02  5.38331E+02  6.96262E+02  5.53574E+02  1.57311E+07  0.00000E+00  4.54821E+00  4.55025E+00  5.07307E+00  2.04877E+00  4.04877E+00  2.94636E+00  9.91049E+00  1.33276E+05  8.91929E+01  1.32338E+01  1.09431E+00  6.76114E-01  1.80083E+01  7.26985E+00  1.25058E+00  7.37396E+00  6.12762E+00  1.61624E+00  0.00000E+00  1.00000E-01  2.04350E-01  9.26405E-02  3.97013E-01  7.81465E-02  1.59352E-01  1.59352E-01  4.25678E-05  1.59772E+00  2.05191E-01  6.51164E+01       clos
  7.76000E+07  8.98148E+02  3.04459E+19  1.20914E+01  2.23085E+01  8.92338E+01  5.68448E+01  5.68448E+01  6.18400E-02  6.75279E-02  6.18400E-02  8.21218E+02  5.70111E+02  5.69998E+02  5.38331E+02  6.96319E+02  5.53574E+02  1.57311E+07  0.00000E+00  4.54823E+00  4.55028E+00  5.07308E+00  2.04877E+00  4.04877E+00  2.95055E+00  9.90880E+00  1.33276E+05  8.92045E+01  1.32338E+01  1.09484E+00  6.76114E-01  1.80085E+01  7.27055E+00  1.25128E+00  7.37538E+00  6.12902E+00  1.61766E+00  0.00000E+00  9.98095E-02  2.04230E-01  9.27600E-02  3.97013E-01  7.81465E-02  1.59352E-01  1.59352E-01  4.26517E-05  1.59916E+00  2.05516E-01  6.51085E+01       clos
  7.77000E+07  8.99306E+02  3.04459E+19  1.20928E+01  2.23372E+01  8.93488E+01  5.69181E+01  5.69181E+01  6.19197E-02  6.76150E-02  6.19197E-02  8.21095E+02  5.70111E+02  5.69998E+02  5.38331E+02  6.96228E+02  5.53574E+02  1.57311E+07  0.00000E+00  4.54826E+00  4.55031E+00  5.07311E+00  2.04877E+00  4.04877E+00  2.95488E+00  9.92426E+00  1.33276E+05  8.92211E+01  1.32338E+01  1.09545E+00  6.76114E-01  1.80084E+01  7.27138E+00  1.25211E+00  7.37690E+00  6.13060E+00  1.61918E+00  0.00000E+00  9.95990E-02  2.04111E-01  9.28795E-02  3.97013E-01  7.81465E-02  1.59352E-01  1.59352E-01  4.27357E-05  1.60013E+00  2.05841E-01  6.52555E+01       clos
  7.78000E+07  9.00463E+02  3.04459E+19  1.20942E+01  2.23660E+01  8.94638E+01  5.69913E+01  5.69913E+01  6.19994E-02  6.77020E-02  6.19994E-02  8.21073E+02  5.70111E+02  5.69998E+02  5.38331E+02  6.96251E+02  5.53574E+02  1.57311E+07  0.00000E+00  4.54828E+00  4.55033E+00  5.07312E+00  2.04877E+00  4.04877E+00  2.95901E+00  9.90992E+00  1.33276E+05  8.92310E+01  1.32338E+01  1.09591E+00  6.76114E-01  1.80084E+01  7.27206E+00  1.25279E+00  7.37836E+00  6.13203E+00  1.62064E+00  0.00000E+00  9.93999E-02  2.03991E-01  9.29991E-02  3.97013E-01  7.81465E-02  1.59352E-01  1.59352E-01  4.28197E-05  1.60142E+00  2.06165E-01  6.51318E+01       clos
  7.79000E+07  9.01620E+02  3.04459E+19  1.20956E+01  2.23947E+01  8.95788E+01  5.70646E+01  5.70646E+01  6.20791E-02  6.77890E-02  6.20791E-02  8.21002E+02  5.70111E+02  5.69998E+02  5.38331E+02  6.96238E+02  5.53574E+02  1.57311E+07  0.00000E+00  4.54829E+00  4.55034E+00  5.07313E+00  2.04877E+00  4.04877E+00  2.96323E+00  9.86845E+00  1.33276E+05  8.92437E+01  1.32338E+01  1.09621E+00  6.76114E-01  1.80083E+01  7.27263E+00  1.25336E+00  7.37975E+00  6.13341E+00  1.62203E+00  0.00000E+00  9.91938E-02  2.03872E-01  9.31186E-02  3.97013E-01  7.81465E-02  1.59352E-01  1.59352E-01  4.29038E-05  1.60280E+00  2.06489E-01  6.47646E+01       clos
  7.80000E+07  9.02778E+02  3.04459E+19  1.20970E+01  2.24234E+01  8.96938E+01  5.71378E+01  5.71378E+01  6.21588E-02  6.78760E-02  6.21588E-02  8.20981E+02  5.70111E+02  5.69998E+02  5.38331E+02  6.96207E+02  5.53574E+02  1.57311E+07  0.00000E+00  4.54832E+00  4.55037E+00  5.07315E+00  2.04877E+00  4.04877E+00  2.96747E+00  9.90281E+00  1.33276E+05  8.92573E+01  1.32338E+01  1.09693E+00  6.76114E-01  1.80084E+01  7.27350E+00  1.25423E+00  7.38123E+00  6.13492E+00  1.62351E+00  0.00000E+00  9.99914E-02  2.03752E-01  9.32381E-02  3.97013E-01  7.81465E-02  1.59352E-01  1.59352E-01  4.29880E-05  1.60392E+00  2.06811E-01  6.50833E+01       clos
  7.81000E+07  9.03935E+02  3.04459E+19  1.20984E+01  2.24522E+01  8.98088E+01  5.72111E+01  5.72111E+01  6.22385E-02  6.79631E-02  6.22385E-02  8.20994E+02  5.70111E+02  5.69998E+02  5.38331E+02  6.96219E+02  5.53574E+02  1.57311E+07  0.00000E+00  4.54834E+00  4.55039E+00  5.07317E+00  2.04877E+00  4.04877E+00  2.97173E+00  9.88045E+00  1.33276E+05  8.92713E+01  1.32338E+01  1.09734E+00  6.76114E-01  1.80085E+01  7.27411E+00  1.25484E+00  7.38275E+00  6.13649E+00  1.62503E+00  0.00000E+00  9.97907E-02  2.03633E-01  9.33577E-02  3.97013E-01  7.81465E-02  1.59352E-01  1.59352E-01  4.30722E-05  1.60523E+00  2.07133E-01  6.48883E+01       clos
  7.82000E+07  9.05093E+02  3.04459E+19  1.20998E+01  2.24809E+01  8.99238E+01  5.72843E+01  5.72843E+01  6.23181E-02  6.80501E-02  6.23181E-02  8.20918E+02  5.70111E+02  5.69998E+02  5.38331E+02  6.96226E+02  5.53574E+02  1.57311E+07  0.00000E+00  4.54836E+00  4.55041E+00  5.07318E+00  2.04877E+00  4.04877E+00  2.97586E+00  9.85905E+00  1.33276E+05  8.92809E+01  1.32338E+01  1.09775E+00  6.76114E-01  1.80084E+01  7.27478E+00  1.25551E+00  7.38413E+00  6.13782E+00  1.62641E+00  0.00000E+00  9.95889E-02  2.03513E-01  9.34772E-02  3.97013E-01  7.81465E-02  1.59352E-01  1.59352E-01  4.31564E-05  1.60627E+00  2.07457E-01  6.47036E+01       clos
  7.83000E+07  9.06250E+02  3.04459E+19  1.21012E+01  2.25097E+01  9.00388E+01  5.73576E+01  5.73576E+01  6.23978E-02  6.81371E-02  6.23978E-02  8.20903E+02  5.70111E+02  5.69998E+02  5.38331E+02  6.96232E+02  5.53574E+02  1.57311E+07  0.00000E+00  4.54840E+00  4.55045E+00  5.07321E+00  2.04877E+00  4.04877E+00  2.98011E+00  9.91346E+00  1.33276E+05  8.92943E+01  1.32338E+01  1.09859E+00  6.76114E-01  1.80085E+01  7.27570E+00  1.25643E+00  7.38559E+00  6.13929E+00  1.62787E+00  0.00000E+00  9.93783E-02  2.03394E-01  9.35968E-02  3.97013E-01  7.81465E-02  1.59352E-01  1.59352E-01  4.32407E-05  1.60777E+00  2.07779E-01  6.52022E+01       clos
  7.84000E+07  9.07407E+02  3.04459E+19  1.21026E+01  2.25384E+01  9.01538E+01  5.74308E+01  5.74308E+01  6.24775E-02  6.82241E-02  6.24775E-02  8.20838E+02  5.70111E+02  5.69998E+02  5.38331E+02  6.96187E+02  5.53574E+02  1.57311E+07  0.00000E+00  4.54841E+00  4.55046E+00  5.07322E+00  2.04877E+00  4.04877E+00  2.98425E+00  9.87003E+00  1.33276E+05  8.93044E+01  1.32338E+01  1.09887E+00  6.76114E-01  1.80084E+01  7.27629E+00  1.25702E+00  7.38710E+00  6.14080E+00  1.62938E+00  0.00000E+00  9.91756E-02  2.03274E-01  9.37163E-02  3.97013E-01  7.81465E-02  1.59352E-01  1.59352E-01  4.33251E-05  1.60899E+00  2.08101E-01  6.48163E+01       clos
  7.85000E+07  9.08565E+02  3.04459E+19  1.21040E+01  2.25672E+01  9.02688E+01  5.75041E+01  5.75041E+01  6.25572E-02  6.83111E-02  6.25572E-02  8.20911E+02  5.70111E+02  5.69998E+02  5.38331E+02  6.96213E+02  5.53574E+02  1.57311E+07  0.00000E+00  4.54845E+00  4.55050E+00  5.07325E+00  2.04877E+00  4.04877E+00  2.98860E+00  9.91512E+00  1.33276E+05  8.93212E+01  1.32338E+01  1.09967E+00  6.76114E-01  1.80087E+01  7.27714E+00  1.25787E+00  7.38856E+00  6.14231E+00  1.63084E+00  0.00000E+00  9.99759E-02  2.03155E-01  9.38358E-02  3.97013E-01  7.81465E-02  1.59352E-01  1.59352E-01  4.34095E-05  1.61037E+00  2.08423E-01  6.52314E+01       clos
  7.86000E+07  9.09722E+02  3.04459E+19  1.21054E+01  2.25959E+01  9.03837E+01  5.75774E+01  5.75774E+01  6.26369E-02  6.83982E-02  6.26369E-02  8.20745E+02  5.70111E+02  5.69998E+02  5.38331E+02  6.96153E+02  5.53574E+02  1.57311E+07  0.00000E+00  4.54846E+00  4.55051E+00  5.07325E+00  2.04877E+00  4.04877E+00  2.99272E+00  9.86687E+00  1.33276E+05  8.93303E+01  1.32338E+01  1.09991E+00  6.76114E-01  1.80084E+01  7.27773E+00  1.25846E+00  7.38996E+00  6.14366E+00  1.63224E+00  0.00000E+00  9.97509E-02  2.03035E-01  9.39554E-02  3.97013E-01  7.81465E-02  1.59352E-01  1.59352E-01  4.34939E-05  1.61138E+00  2.08744E-01  6.48031E+01       clos
  7.87000E+07  9.10880E+02  3.04459E+19  1.21069E+01  2.26247E+01  9.04987E+01  5.76506E+01  5.76506E+01  6.27166E-02  6.84852E-02  6.27166E-02  8.20664E+02  5.70111E+02  5.69998E+02  5.38331E+02  6.96157E+02  5.53574E+02  1.57311E+07  0.00000E+00  4.54848E+00  4.55053E+00  5.07327E+00  2.04877E+00  4.04877E+00  2.99705E+00  9.85489E+00  1.33276E+05  8.93464E+01  1.32338E+01  1.10037E+00  6.76114E-01  1.80083E+01  7.27844E+00  1.25917E+00  7.39142E+00  6.14518E+00  1.63370E+00  0.00000E+00  9.95352E-02  2.02916E-01  9.40749E-02  3.97013E-01  7.81465E-02  1.59352E-01  1.59352E-01  4.35784E-05  1.61253E+00  2.09064E-01  6.47023E+01       clos
  7.88000E+07  9.12037E+02  3.04459E+19  1.21083E+01  2.26534E+01  9.06137E+01  5.77239E+01  5.77239E+01  6.27963E-02  6.85722E-02  6.27963E-02  8.20716E+02  5.70111E+02  5.69998E+02  5.38331E+02  6.96129E+02  5.53574E+02  1.57311E+07  0.00000E+00  4.54851E+00  4.55056E+00  5.07329E+00  2.04877E+00  4.04877E+00  3.00124E+00  9.87757E+00  1.33276E+05  8.93579E+01  1.32338E+01  1.10104E+00  6.76114E-01  1.80085E+01  7.27921E+00  1.25994E+00  7.39292E+00  6.14668E+00  1.63520E+00  0.00000E+00  9.93324E-02  2.02796E-01  9.41944E-02  3.97013E-01  7.81465E-02  1.59352E-01  1.59352E-01  4.36630E-05  1.61420E+00  2.09385E-01  6.49151E+01       clos
  7.89000E+07  9.13194E+02  3.04459E+19  1.21097E+01  2.26822E+01  9.07287E+01  5.77971E+01  5.77971E+01  6.28760E-02  6.86592E-02  6.28760E-02  8.20660E+02  5.70111E+02  5.69998E+02  5.38331E+02  6.96135E+02  5.53574E+02  1.57311E+07  0.00000E+00  4.54853E+00  4.55058E+00  5.07331E+00  2.04877E+00  4.04877E+00  3.00545E+00  9.86551E+00  1.33276E+05  8.93698E+01  1.32338E+01  1.10149E+00  6.76114E-01  1.80084E+01  7.27992E+00  1.26065E+00  7.39434E+00  6.14810E+00  1.63662E+00  0.00000E+00  9.91192E-02  2.02677E-01  9.43140E-02  3.97013E-01  7.81465E-02  1.59352E-01  1.59352E-01  4.37476E-05  1.61523E+00  2.09705E-01  6.48135E+01       clos
  7.90000E+07  9.14352E+02  3.04459E+19  1.21111E+01  2.27109E+01  9.08437E+01  5.78704E+01  5.78704E+01  6.29557E-02  6.87462E-02  6.29557E-02  8.20640E+02  5.70111E+02  5.69998E+02  5.38331E+02  6.96148E+02  5.53574E+02  1.57311E+07  0.00000E+00  4.54855E+00  4.55060E+00  5.07332E+00  2.04877E+00  4.04877E+00  3.00964E+00  9.83875E+00  1.33276E+05  8.93810E+01  1.32338E+01  1.10188E+00  6.76114E-01  1.80085E+01  7.28051E+00  1.26123E+00  7.39577E+00  6.14952E+00  1.63805E+00  0.00000E+00  9.99086E-02  2.02557E-01  9.44335E-02  3.97013E-01  7.81465E-02  1.59352E-01  1.59352E-01  4.38323E-05  1.61655E+00  2.10024E-01  6.45792E+01       clos
  7.91000E+07  9.15509E+02  3.04459E+19  1.21125E+01  2.27397E+01  9.09587E+01  5.79436E+01  5.79436E+01  6.30354E-02  6.88333E-02  6.30354E-02  8.20585E+02  5.70111E+02  5.69998E+02  5.38331E+02  6.96107E+02  5.53574E+02  1.57311E+07  0.00000E+00  4.54858E+00  4.55063E+00  5.07334E+00  2.04877E+00  4.04877E+00  3.01386E+00  9.86816E+00  1.33276E+05  8.93931E+01  1.32338E+01  1.10257E+00  6.76114E-01  1.80085E+01  7.28137E+00  1.26209E+00  7.39718E+00  6.15092E+00  1.63946E+00  0.00000E+00  9.96937E-02  2.02437E-01  9.45530E-02  3.97013E-01  7.81465E-02  1.59352E-01  1.59352E-01  4.39170E-05  1.61760E+00  2.10343E-01  6.48519E+01       clos
  7.92000E+07  9.16667E+02  3.04459E+19  1.21139E+01  2.27684E+01  9.10737E+01  5.80169E+01  5.80169E+01  6.31151E-02  6.89203E-02  6.31151E-02  8.20529E+02  5.70111E+02  5.69998E+02  5.38331E+02  6.96095E+02  5.53574E+02  1.57311E+07  0.00000E+00  4.54860E+00  4.55064E+00  5.07336E+00  2.04877E+00  4.04877E+00  3.01803E+00  9.84453E+00  1.33276E+05  8.94037E+01  1.32338E+01  1.10297E+00  6.76114E-01  1.80084E+01  7.28200E+00  1.26273E+00  7.39866E+00  6.15240E+00  1.64094E+00  0.00000E+00  9.94782E-02  2.02318E-01  9.46726E-02  3.97013E-01  7.81465E-02  1.59352E-01  1.59352E-01  4.40018E-05  1.61875E+00  2.10662E-01  6.46455E+01       clos
  7.93000E+07  9.17824E+02  3.04459E+19  1.21153E+01  2.27972E+01  9.11887E+01  5.80901E+01  5.80901E+01  6.31947E-02  6.90073E-02  6.31947E-02  8.20550E+02  5.70111E+02  5.69998E+02  5.38331E+02  6.96129E+02  5.53574E+02  1.57311E+07  0.00000E+00  4.54862E+00  4.55066E+00  5.07337E+00  2.04877E+00  4.04877E+00  3.02229E+00  9.82615E+00  1.33276E+05  8.94173E+01  1.32338E+01  1.10340E+00  6.76114E-01  1.80085E+01  7.28264E+00  1.26336E+00  7.40013E+00  6.15391E+00  1.64241E+00  0.00000E+00  9.92674E-02  2.02198E-01  9.47921E-02  3.97013E-01  7.81465E-02  1.59352E-01  1.59352E-01  4.40867E-05  1.62012E+00  2.10980E-01  6.44875E+01       clos
