  time(s)      time(days)   fissrate     neuflue1     neuflue2     dpa(dpa)     bup(Mwd/kgM) bupave       bup(FIMA)    bup2(FIMA)   bupave(FIMA) temfi(c)     temfo(c)     temci(c)     temco(c)     tfave(c)     tcave(c)     hgap(w/m2/k) rfi(mm)      rfo(mm)      rci(mm)      rco(mm)      gap(mkm)     gapth(mkm)   gpres(mPa)   pfc(mpa)     htc(w/m2-k)  fgrpp(%)     efs(%)       eh(%)        et(%)        efh(%)       efz(%)       ez(%)        dlfuel(%)    dlfuelp(%)   dlclad(%)    ecef(%)      swclose(-)   swopen(-)    swsol(-)     swtot(-)     efsz(-)      efsh(-)      efsr(-)      xwast(m)     phstrain(%)  tchstrain(%)   sigh(MPa)  gap_state    
  3.78000E+07  4.37500E+02  3.04459E+19  1.15316E+01  1.08667E+01  4.34670E+01  2.76899E+01  2.76899E+01  3.01231E-02  3.28938E-02  3.01231E-02  8.37945E+02  5.70111E+02  5.69998E+02  5.38331E+02  7.01365E+02  5.53574E+02  1.57311E+07  0.00000E+00  4.53832E+00  4.54037E+00  5.06575E+00  2.04877E+00  4.04877E+00  1.30396E+00  1.11649E+01  1.33276E+05  7.86826E+01  1.32337E+01  8.74677E-01  6.76114E-01  1.80068E+01  6.95504E+00  9.35773E-01  6.65643E+00  5.41257E+00  8.98709E-01  0.00000E+00  9.93033E-02  2.51806E-01  4.51846E-02  3.97012E-01  7.81462E-02  1.59352E-01  1.59352E-01  1.39873E-05  1.06129E+00  6.47683E-02  7.54227E+01       clos
  3.79000E+07  4.38657E+02  3.04459E+19  1.15330E+01  1.08955E+01  4.35820E+01  2.77631E+01  2.77631E+01  3.02028E-02  3.29808E-02  3.02028E-02  8.37961E+02  5.70111E+02  5.69998E+02  5.38331E+02  7.01397E+02  5.53574E+02  1.57311E+07  0.00000E+00  4.53835E+00  4.54040E+00  5.06577E+00  2.04877E+00  4.04877E+00  1.30798E+00  1.11887E+01  1.33276E+05  7.87340E+01  1.32337E+01  8.75411E-01  6.76114E-01  1.80069E+01  6.95596E+00  9.36692E-01  6.65857E+00  5.41469E+00  9.00846E-01  0.00000E+00  9.93672E-02  2.51686E-01  4.53042E-02  3.97012E-01  7.81462E-02  1.59352E-01  1.59352E-01  1.40459E-05  1.06289E+00  6.51266E-02  7.56397E+01       clos
  3.80000E+07  4.39815E+02  3.04459E+19  1.15344E+01  1.09242E+01  4.36970E+01  2.78364E+01  2.78364E+01  3.02825E-02  3.30678E-02  3.02825E-02  8.37884E+02  5.70111E+02  5.69998E+02  5.38331E+02  7.01356E+02  5.53574E+02  1.57311E+07  0.00000E+00  4.53838E+00  4.54043E+00  5.06579E+00  2.04877E+00  4.04877E+00  1.31200E+00  1.11862E+01  1.33276E+05  7.87851E+01  1.32337E+01  8.75982E-01  6.76114E-01  1.80069E+01  6.95683E+00  9.37558E-01  6.66066E+00  5.41679E+00  9.02944E-01  0.00000E+00  9.94317E-02  2.51567E-01  4.54237E-02  3.97012E-01  7.81462E-02  1.59352E-01  1.59352E-01  1.41046E-05  1.06445E+00  6.54860E-02  7.56202E+01       clos
  3.81000E+07  4.40972E+02  3.04459E+19  1.15358E+01  1.09530E+01  4.38120E+01  2.79096E+01  2.79096E+01  3.03622E-02  3.31548E-02  3.03622E-02  8.37808E+02  5.70111E+02  5.69998E+02  5.38331E+02  7.01315E+02  5.53574E+02  1.57311E+07  0.00000E+00  4.53841E+00  4.54046E+00  5.06582E+00  2.04877E+00  4.04877E+00  1.31604E+00  1.11977E+01  1.33276E+05  7.88372E+01  1.32337E+01  8.76629E-01  6.76114E-01  1.80068E+01  6.95776E+00  9.38487E-01  6.66276E+00  5.41890E+00  9.05045E-01  0.00000E+00  9.95017E-02  2.51447E-01  4.55432E-02  3.97012E-01  7.81462E-02  1.59352E-01  1.59352E-01  1.41634E-05  1.06609E+00  6.58453E-02  7.57263E+01       clos
  3.82000E+07  4.42130E+02  3.04459E+19  1.15372E+01  1.09817E+01  4.39270E+01  2.79829E+01  2.79829E+01  3.04419E-02  3.32419E-02  3.04419E-02  8.37786E+02  5.70111E+02  5.69998E+02  5.38331E+02  7.01306E+02  5.53574E+02  1.57311E+07  0.00000E+00  4.53844E+00  4.54049E+00  5.06584E+00  2.04877E+00  4.04877E+00  1.32008E+00  1.12019E+01  1.33276E+05  7.88890E+01  1.32337E+01  8.77255E-01  6.76114E-01  1.80069E+01  6.95860E+00  9.39327E-01  6.66491E+00  5.42104E+00  9.07191E-01  0.00000E+00  9.95645E-02  2.51328E-01  4.56628E-02  3.97012E-01  7.81462E-02  1.59352E-01  1.59352E-01  1.42223E-05  1.06761E+00  6.62036E-02  7.57672E+01       clos
  3.83000E+07  4.43287E+02  3.04459E+19  1.15387E+01  1.10105E+01  4.40420E+01  2.80561E+01  2.80561E+01  3.05215E-02  3.33289E-02  3.05215E-02  8.37768E+02  5.70111E+02  5.69998E+02  5.38331E+02  7.01325E+02  5.53574E+02  1.57311E+07  0.00000E+00  4.53846E+00  4.54051E+00  5.06585E+00  2.04877E+00  4.04877E+00  1.32415E+00  1.11973E+01  1.33276E+05  7.89431E+01  1.32337E+01  8.77819E-01  6.76114E-01  1.80069E+01  6.95944E+00  9.40170E-01  6.66707E+00  5.42323E+00  9.09348E-01  0.00000E+00  9.96333E-02  2.51208E-01  4.57823E-02  3.97012E-01  7.81462E-02  1.59352E-01  1.59352E-01  1.42812E-05  1.06944E+00  6.65624E-02  7.57281E+01       clos
  3.84000E+07  4.44444E+02  3.04459E+19  1.15401E+01  1.10392E+01  4.41569E+01  2.81294E+01  2.81294E+01  3.06012E-02  3.34159E-02  3.06012E-02  8.37690E+02  5.70111E+02  5.69998E+02  5.38331E+02  7.01283E+02  5.53574E+02  1.57311E+07  0.00000E+00  4.53848E+00  4.54053E+00  5.06587E+00  2.04877E+00  4.04877E+00  1.32817E+00  1.11598E+01  1.33276E+05  7.89926E+01  1.32337E+01  8.78203E-01  6.76114E-01  1.80068E+01  6.96015E+00  9.40877E-01  6.66923E+00  5.42538E+00  9.11506E-01  0.00000E+00  9.96977E-02  2.51089E-01  4.59019E-02  3.97012E-01  7.81462E-02  1.59352E-01  1.59352E-01  1.43402E-05  1.07066E+00  6.69208E-02  7.53937E+01       clos
  3.85000E+07  4.45602E+02  3.04459E+19  1.15415E+01  1.10680E+01  4.42719E+01  2.82026E+01  2.82026E+01  3.06809E-02  3.35029E-02  3.06809E-02  8.37612E+02  5.70111E+02  5.69998E+02  5.38331E+02  7.01241E+02  5.53574E+02  1.57311E+07  0.00000E+00  4.53850E+00  4.54055E+00  5.06588E+00  2.04877E+00  4.04877E+00  1.33218E+00  1.11498E+01  1.33276E+05  7.90414E+01  1.32337E+01  8.78735E-01  6.76114E-01  1.80068E+01  6.96098E+00  9.41709E-01  6.67139E+00  5.42751E+00  9.13674E-01  0.00000E+00  9.97643E-02  2.50969E-01  4.60214E-02  3.97012E-01  7.81462E-02  1.59352E-01  1.59352E-01  1.43993E-05  1.07262E+00  6.72788E-02  7.53047E+01       clos
  3.86000E+07  4.46759E+02  3.04459E+19  1.15429E+01  1.10967E+01  4.43869E+01  2.82759E+01  2.82759E+01  3.07606E-02  3.35899E-02  3.07606E-02  8.37631E+02  5.70111E+02  5.69998E+02  5.38331E+02  7.01274E+02  5.53574E+02  1.57311E+07  0.00000E+00  4.53854E+00  4.54059E+00  5.06591E+00  2.04877E+00  4.04877E+00  1.33618E+00  1.11812E+01  1.33276E+05  7.90895E+01  1.32337E+01  8.79510E-01  6.76114E-01  1.80069E+01  6.96193E+00  9.42661E-01  6.67356E+00  5.42967E+00  9.15845E-01  0.00000E+00  9.98380E-02  2.50850E-01  4.61409E-02  3.97012E-01  7.81462E-02  1.59352E-01  1.59352E-01  1.44585E-05  1.07393E+00  6.76394E-02  7.55890E+01       clos
  3.87000E+07  4.47917E+02  3.04459E+19  1.15443E+01  1.11255E+01  4.45019E+01  2.83492E+01  2.83492E+01  3.08403E-02  3.36770E-02  3.08403E-02  8.37639E+02  5.70111E+02  5.69998E+02  5.38331E+02  7.01284E+02  5.53574E+02  1.57311E+07  0.00000E+00  4.53857E+00  4.54061E+00  5.06593E+00  2.04877E+00  4.04877E+00  1.34022E+00  1.11838E+01  1.33276E+05  7.91399E+01  1.32337E+01  8.80133E-01  6.76114E-01  1.80070E+01  6.96274E+00  9.43473E-01  6.67577E+00  5.43188E+00  9.18046E-01  0.00000E+00  9.99112E-02  2.50730E-01  4.62605E-02  3.97012E-01  7.81462E-02  1.59352E-01  1.59352E-01  1.45177E-05  1.07545E+00  6.79987E-02  7.56136E+01       clos
  3.88000E+07  4.49074E+02  3.04459E+19  1.15457E+01  1.11542E+01  4.46169E+01  2.84224E+01  2.84224E+01  3.09200E-02  3.37640E-02  3.09200E-02  8.37560E+02  5.70111E+02  5.69998E+02  5.38331E+02  7.01241E+02  5.53574E+02  1.57311E+07  0.00000E+00  4.53859E+00  4.54064E+00  5.06595E+00  2.04877E+00  4.04877E+00  1.34423E+00  1.11877E+01  1.33276E+05  7.91880E+01  1.32337E+01  8.80737E-01  6.76114E-01  1.80070E+01  6.96364E+00  9.44367E-01  6.67793E+00  5.43404E+00  9.20212E-01  0.00000E+00  9.99774E-02  2.50610E-01  4.63800E-02  3.97012E-01  7.81462E-02  1.59352E-01  1.59352E-01  1.45771E-05  1.07722E+00  6.83584E-02  7.56516E+01       clos
  3.89000E+07  4.50231E+02  3.04459E+19  1.15471E+01  1.11830E+01  4.47319E+01  2.84957E+01  2.84957E+01  3.09997E-02  3.38510E-02  3.09997E-02  8.37506E+02  5.70111E+02  5.69998E+02  5.38331E+02  7.01257E+02  5.53574E+02  1.57311E+07  0.00000E+00  4.53861E+00  4.54066E+00  5.06596E+00  2.04877E+00  4.04877E+00  1.34825E+00  1.11487E+01  1.33276E+05  7.92366E+01  1.32337E+01  8.81114E-01  6.76114E-01  1.80069E+01  6.96433E+00  9.45058E-01  6.68011E+00  5.43619E+00  9.22388E-01  0.00000E+00  9.90475E-02  2.50491E-01  4.64995E-02  3.97012E-01  7.81462E-02  1.59352E-01  1.59352E-01  1.46365E-05  1.07856E+00  6.87179E-02  7.53032E+01       clos
  3.90000E+07  4.51389E+02  3.04459E+19  1.15485E+01  1.12117E+01  4.48469E+01  2.85689E+01  2.85689E+01  3.10794E-02  3.39380E-02  3.10794E-02  8.37425E+02  5.70111E+02  5.69998E+02  5.38331E+02  7.01213E+02  5.53574E+02  1.57311E+07  0.00000E+00  4.53864E+00  4.54068E+00  5.06598E+00  2.04877E+00  4.04877E+00  1.35238E+00  1.11475E+01  1.33276E+05  7.92922E+01  1.32337E+01  8.81692E-01  6.76114E-01  1.80069E+01  6.96520E+00  9.45931E-01  6.68239E+00  5.43853E+00  9.24671E-01  0.00000E+00  9.91085E-02  2.50371E-01  4.66191E-02  3.97012E-01  7.81462E-02  1.59352E-01  1.59352E-01  1.46959E-05  1.08029E+00  6.90771E-02  7.52942E+01       clos
  3.91000E+07  4.52546E+02  3.04459E+19  1.15499E+01  1.12405E+01  4.49619E+01  2.86422E+01  2.86422E+01  3.11591E-02  3.40250E-02  3.11591E-02  8.37346E+02  5.70111E+02  5.69998E+02  5.38331E+02  7.01170E+02  5.53574E+02  1.57311E+07  0.00000E+00  4.53866E+00  4.54071E+00  5.06600E+00  2.04877E+00  4.04877E+00  1.35638E+00  1.11450E+01  1.33276E+05  7.93390E+01  1.32338E+01  8.82263E-01  6.76114E-01  1.80068E+01  6.96607E+00  9.46797E-01  6.68461E+00  5.44073E+00  9.26889E-01  0.00000E+00  9.91805E-02  2.50252E-01  4.67386E-02  3.97013E-01  7.81465E-02  1.59352E-01  1.59352E-01  1.47555E-05  1.08196E+00  6.94369E-02  7.52727E+01       clos
  3.92000E+07  4.53704E+02  3.04459E+19  1.15513E+01  1.12692E+01  4.50769E+01  2.87154E+01  2.87154E+01  3.12388E-02  3.41121E-02  3.12388E-02  8.37329E+02  5.70111E+02  5.69998E+02  5.38331E+02  7.01146E+02  5.53574E+02  1.57311E+07  0.00000E+00  4.53869E+00  4.54074E+00  5.06602E+00  2.04877E+00  4.04877E+00  1.36038E+00  1.11465E+01  1.33276E+05  7.93854E+01  1.32338E+01  8.82867E-01  6.76114E-01  1.80069E+01  6.96691E+00  9.47643E-01  6.68682E+00  5.44291E+00  9.29100E-01  0.00000E+00  9.92464E-02  2.50132E-01  4.68581E-02  3.97013E-01  7.81465E-02  1.59352E-01  1.59352E-01  1.48151E-05  1.08319E+00  6.97965E-02  7.52881E+01       clos
  3.93000E+07  4.54861E+02  3.04459E+19  1.15527E+01  1.12980E+01  4.51919E+01  2.87887E+01  2.87887E+01  3.13185E-02  3.41991E-02  3.13185E-02  8.37253E+02  5.70111E+02  5.69998E+02  5.38331E+02  7.01105E+02  5.53574E+02  1.57311E+07  0.00000E+00  4.53871E+00  4.54076E+00  5.06604E+00  2.04877E+00  4.04877E+00  1.36444E+00  1.11417E+01  1.33276E+05  7.94354E+01  1.32338E+01  8.83426E-01  6.76114E-01  1.80068E+01  6.96777E+00  9.48495E-01  6.68910E+00  5.44521E+00  9.31385E-01  0.00000E+00  9.93208E-02  2.50013E-01  4.69777E-02  3.97013E-01  7.81465E-02  1.59352E-01  1.59352E-01  1.48748E-05  1.08500E+00  7.01561E-02  7.52471E+01       clos
  3.94000E+07  4.56019E+02  3.04459E+19  1.15541E+01  1.13267E+01  4.53069E+01  2.88619E+01  2.88619E+01  3.13981E-02  3.42861E-02  3.13981E-02  8.37227E+02  5.70111E+02  5.69998E+02  5.38331E+02  7.01131E+02  5.53574E+02  1.57311E+07  0.00000E+00  4.53875E+00  4.54079E+00  5.06606E+00  2.04877E+00  4.04877E+00  1.36848E+00  1.11602E+01  1.33276E+05  7.94838E+01  1.32338E+01  8.84125E-01  6.76114E-01  1.80069E+01  6.96867E+00  9.49398E-01  6.69131E+00  5.44741E+00  9.33590E-01  0.00000E+00  9.93921E-02  2.49893E-01  4.70972E-02  3.97013E-01  7.81465E-02  1.59352E-01  1.59352E-01  1.49346E-05  1.08657E+00  7.05155E-02  7.54157E+01       clos
  3.95000E+07  4.57176E+02  3.04459E+19  1.15555E+01  1.13555E+01  4.54219E+01  2.89352E+01  2.89352E+01  3.14778E-02  3.43731E-02  3.14778E-02  8.37202E+02  5.70111E+02  5.69998E+02  5.38331E+02  7.01145E+02  5.53574E+02  1.57311E+07  0.00000E+00  4.53877E+00  4.54081E+00  5.06608E+00  2.04877E+00  4.04877E+00  1.37253E+00  1.11340E+01  1.33276E+05  7.95326E+01  1.32338E+01  8.84570E-01  6.76114E-01  1.80069E+01  6.96942E+00  9.50145E-01  6.69328E+00  5.44938E+00  9.35560E-01  0.00000E+00  9.94534E-02  2.49774E-01  4.72168E-02  3.97013E-01  7.81465E-02  1.59352E-01  1.59352E-01  1.49945E-05  1.08808E+00  7.08755E-02  7.51810E+01       clos
  3.96000E+07  4.58333E+02  3.04459E+19  1.15569E+01  1.13842E+01  4.55369E+01  2.90084E+01  2.90084E+01  3.15575E-02  3.44601E-02  3.15575E-02  8.37120E+02  5.70111E+02  5.69998E+02  5.38331E+02  7.01101E+02  5.53574E+02  1.57311E+07  0.00000E+00  4.53879E+00  4.54084E+00  5.06609E+00  2.04877E+00  4.04877E+00  1.37658E+00  1.11229E+01  1.33276E+05  7.95811E+01  1.32338E+01  8.85094E-01  6.76114E-01  1.80068E+01  6.97024E+00  9.50973E-01  6.69523E+00  5.45134E+00  9.37507E-01  0.00000E+00  9.95186E-02  2.49654E-01  4.73363E-02  3.97013E-01  7.81465E-02  1.59352E-01  1.59352E-01  1.50544E-05  1.08978E+00  7.12356E-02  7.50831E+01       clos
  3.97000E+07  4.59491E+02  3.04459E+19  1.15583E+01  1.14130E+01  4.56518E+01  2.90817E+01  2.90817E+01  3.16372E-02  3.45472E-02  3.16372E-02  8.37108E+02  5.70111E+02  5.69998E+02  5.38331E+02  7.01108E+02  5.53574E+02  1.57311E+07  0.00000E+00  4.53882E+00  4.54087E+00  5.06612E+00  2.04877E+00  4.04877E+00  1.38060E+00  1.11432E+01  1.33276E+05  7.96274E+01  1.32338E+01  8.85809E-01  6.76114E-01  1.80069E+01  6.97114E+00  9.51865E-01  6.69719E+00  5.45328E+00  9.39472E-01  0.00000E+00  9.95931E-02  2.49535E-01  4.74558E-02  3.97013E-01  7.81465E-02  1.59352E-01  1.59352E-01  1.51144E-05  1.09128E+00  7.15962E-02  7.52670E+01       clos
  3.98000E+07  4.60648E+02  3.04459E+19  1.15597E+01  1.14417E+01  4.57668E+01  2.91549E+01  2.91549E+01  3.17169E-02  3.46342E-02  3.17169E-02  8.37025E+02  5.70111E+02  5.69998E+02  5.38331E+02  7.01062E+02  5.53574E+02  1.57311E+07  0.00000E+00  4.53884E+00  4.54089E+00  5.06614E+00  2.04877E+00  4.04877E+00  1.38470E+00  1.11298E+01  1.33276E+05  7.96782E+01  1.32338E+01  8.86320E-01  6.76114E-01  1.80068E+01  6.97195E+00  9.52682E-01  6.69919E+00  5.45530E+00  9.41472E-01  0.00000E+00  9.96557E-02  2.49415E-01  4.75754E-02  3.97013E-01  7.81465E-02  1.59352E-01  1.59352E-01  1.51745E-05  1.09301E+00  7.19554E-02  7.51480E+01       clos
  3.99000E+07  4.61806E+02  3.04459E+19  1.15612E+01  1.14705E+01  4.58818E+01  2.92282E+01  2.92282E+01  3.17966E-02  3.47212E-02  3.17966E-02  8.37018E+02  5.70111E+02  5.69998E+02  5.38331E+02  7.01050E+02  5.53574E+02  1.57311E+07  0.00000E+00  4.53888E+00  4.54092E+00  5.06616E+00  2.04877E+00  4.04877E+00  1.38876E+00  1.11445E+01  1.33276E+05  7.97270E+01  1.32338E+01  8.86999E-01  6.76114E-01  1.80069E+01  6.97284E+00  9.53566E-01  6.70117E+00  5.45730E+00  9.43447E-01  0.00000E+00  9.97276E-02  2.49296E-01  4.76949E-02  3.97013E-01  7.81465E-02  1.59352E-01  1.59352E-01  1.52346E-05  1.09446E+00  7.23150E-02  7.52810E+01       clos
  4.00000E+07  4.62963E+02  3.04459E+19  1.15626E+01  1.14992E+01  4.59968E+01  2.93015E+01  2.93015E+01  3.18763E-02  3.48082E-02  3.18763E-02  8.37001E+02  5.70111E+02  5.69998E+02  5.38331E+02  7.01068E+02  5.53574E+02  1.57311E+07  0.00000E+00  4.53889E+00  4.54094E+00  5.06617E+00  2.04877E+00  4.04877E+00  1.39280E+00  1.10975E+01  1.33276E+05  7.97737E+01  1.32338E+01  8.87334E-01  6.76114E-01  1.80070E+01  6.97348E+00  9.54212E-01  6.70311E+00  5.45923E+00  9.45385E-01  0.00000E+00  9.98071E-02  2.49176E-01  4.78144E-02  3.97013E-01  7.81465E-02  1.59352E-01  1.59352E-01  1.52949E-05  1.09604E+00  7.26749E-02  7.48595E+01       clos
  4.01000E+07  4.64120E+02  3.04459E+19  1.15640E+01  1.15280E+01  4.61118E+01  2.93747E+01  2.93747E+01  3.19560E-02  3.48952E-02  3.19560E-02  8.37010E+02  5.70111E+02  5.69998E+02  5.38331E+02  7.01096E+02  5.53574E+02  1.57311E+07  0.00000E+00  4.53892E+00  4.54097E+00  5.06619E+00  2.04877E+00  4.04877E+00  1.39684E+00  1.11226E+01  1.33276E+05  7.98203E+01  1.32338E+01  8.88071E-01  6.76114E-01  1.80071E+01  6.97441E+00  9.55138E-01  6.70509E+00  5.46120E+00  9.47372E-01  0.00000E+00  9.98729E-02  2.49057E-01  4.79340E-02  3.97013E-01  7.81465E-02  1.59352E-01  1.59352E-01  1.53552E-05  1.09780E+00  7.30345E-02  7.50867E+01       clos
  4.02000E+07  4.65278E+02  3.04459E+19  1.15654E+01  1.15567E+01  4.62268E+01  2.94480E+01  2.94480E+01  3.20357E-02  3.49823E-02  3.20357E-02  8.36927E+02  5.70111E+02  5.69998E+02  5.38331E+02  7.01050E+02  5.53574E+02  1.57311E+07  0.00000E+00  4.53895E+00  4.54100E+00  5.06621E+00  2.04877E+00  4.04877E+00  1.40088E+00  1.11192E+01  1.33276E+05  7.98669E+01  1.32338E+01  8.88635E-01  6.76114E-01  1.80070E+01  6.97527E+00  9.55999E-01  6.70711E+00  5.46323E+00  9.49388E-01  0.00000E+00  9.99382E-02  2.48937E-01  4.80535E-02  3.97013E-01  7.81465E-02  1.59352E-01  1.59352E-01  1.54156E-05  1.09914E+00  7.33937E-02  7.50575E+01       clos
  4.03000E+07  4.66435E+02  3.04459E+19  1.15668E+01  1.15854E+01  4.63418E+01  2.95212E+01  2.95212E+01  3.21154E-02  3.50693E-02  3.21154E-02  8.36843E+02  5.70111E+02  5.69998E+02  5.38331E+02  7.01004E+02  5.53574E+02  1.57311E+07  0.00000E+00  4.53897E+00  4.54102E+00  5.06623E+00  2.04877E+00  4.04877E+00  1.40490E+00  1.11171E+01  1.33276E+05  7.99117E+01  1.32338E+01  8.89205E-01  6.76114E-01  1.80070E+01  6.97614E+00  9.56866E-01  6.70909E+00  5.46518E+00  9.51371E-01  0.00000E+00  1.00004E-01  2.48817E-01  4.81730E-02  3.97013E-01  7.81465E-02  1.59352E-01  1.59352E-01  1.54760E-05  1.10071E+00  7.37531E-02  7.50403E+01       clos
  4.04000E+07  4.67593E+02  3.04459E+19  1.15682E+01  1.16142E+01  4.64568E+01  2.95945E+01  2.95945E+01  3.21951E-02  3.51563E-02  3.21951E-02  8.36754E+02  5.70111E+02  5.69998E+02  5.38331E+02  7.00958E+02  5.53574E+02  1.57311E+07  0.00000E+00  4.53900E+00  4.54105E+00  5.06625E+00  2.04877E+00  4.04877E+00  1.40897E+00  1.11124E+01  1.33276E+05  7.99593E+01  1.32338E+01  8.89761E-01  6.76114E-01  1.80069E+01  6.97699E+00  9.57720E-01  6.71104E+00  5.46714E+00  9.53317E-01  0.00000E+00  9.90701E-02  2.48698E-01  4.82926E-02  3.97013E-01  7.81465E-02  1.59352E-01  1.59352E-01  1.55366E-05  1.10218E+00  7.41127E-02  7.49993E+01       clos
  4.05000E+07  4.68750E+02  3.04459E+19  1.15696E+01  1.16429E+01  4.65718E+01  2.96677E+01  2.96677E+01  3.22747E-02  3.52433E-02  3.22747E-02  8.36730E+02  5.70111E+02  5.69998E+02  5.38331E+02  7.00972E+02  5.53574E+02  1.57311E+07  0.00000E+00  4.53902E+00  4.54107E+00  5.06626E+00  2.04877E+00  4.04877E+00  1.41306E+00  1.10787E+01  1.33276E+05  8.00078E+01  1.32338E+01  8.90164E-01  6.76114E-01  1.80069E+01  6.97770E+00  9.58430E-01  6.71305E+00  5.46917E+00  9.55325E-01  0.00000E+00  9.91389E-02  2.48578E-01  4.84121E-02  3.97013E-01  7.81465E-02  1.59352E-01  1.59352E-01  1.55972E-05  1.10400E+00  7.44725E-02  7.46983E+01       clos
  4.06000E+07  4.69907E+02  3.04459E+19  1.15710E+01  1.16717E+01  4.66868E+01  2.97410E+01  2.97410E+01  3.23544E-02  3.53303E-02  3.23544E-02  8.36649E+02  5.70111E+02  5.69998E+02  5.38331E+02  7.00927E+02  5.53574E+02  1.57311E+07  0.00000E+00  4.53904E+00  4.54109E+00  5.06628E+00  2.04877E+00  4.04877E+00  1.41712E+00  1.10718E+01  1.33276E+05  8.00544E+01  1.32338E+01  8.90709E-01  6.76114E-01  1.80068E+01  6.97854E+00  9.59273E-01  6.71507E+00  5.47121E+00  9.57347E-01  0.00000E+00  9.92120E-02  2.48459E-01  4.85317E-02  3.97013E-01  7.81465E-02  1.59352E-01  1.59352E-01  1.56578E-05  1.10574E+00  7.48334E-02  7.46366E+01       clos
  4.07000E+07  4.71065E+02  3.04459E+19  1.15724E+01  1.17004E+01  4.68018E+01  2.98142E+01  2.98142E+01  3.24341E-02  3.54174E-02  3.24341E-02  8.36744E+02  5.70111E+02  5.69998E+02  5.38331E+02  7.01005E+02  5.53574E+02  1.57311E+07  0.00000E+00  4.53908E+00  4.54113E+00  5.06631E+00  2.04877E+00  4.04877E+00  1.42116E+00  1.11211E+01  1.33276E+05  8.00996E+01  1.32338E+01  8.91599E-01  6.76114E-01  1.80072E+01  6.97950E+00  9.60232E-01  6.71703E+00  5.47316E+00  9.59314E-01  0.00000E+00  9.92858E-02  2.48339E-01  4.86512E-02  3.97013E-01  7.81465E-02  1.59352E-01  1.59352E-01  1.57186E-05  1.10693E+00  7.51937E-02  7.50809E+01       clos
  4.08000E+07  4.72222E+02  3.04459E+19  1.15738E+01  1.17292E+01  4.69168E+01  2.98875E+01  2.98875E+01  3.25138E-02  3.55044E-02  3.25138E-02  8.36629E+02  5.70111E+02  5.69998E+02  5.38331E+02  7.00957E+02  5.53574E+02  1.57311E+07  0.00000E+00  4.53911E+00  4.54115E+00  5.06633E+00  2.04877E+00  4.04877E+00  1.42522E+00  1.11082E+01  1.33276E+05  8.01457E+01  1.32338E+01  8.92110E-01  6.76114E-01  1.80070E+01  6.98033E+00  9.61054E-01  6.71903E+00  5.47515E+00  9.61312E-01  0.00000E+00  9.93484E-02  2.48220E-01  4.87707E-02  3.97013E-01  7.81465E-02  1.59352E-01  1.59352E-01  1.57794E-05  1.10877E+00  7.55527E-02  7.49658E+01       clos
  4.09000E+07  4.73380E+02  3.04459E+19  1.15752E+01  1.17579E+01  4.70317E+01  2.99607E+01  2.99607E+01  3.25935E-02  3.55914E-02  3.25935E-02  8.36544E+02  5.70111E+02  5.69998E+02  5.38331E+02  7.00909E+02  5.53574E+02  1.57311E+07  0.00000E+00  4.53913E+00  4.54118E+00  5.06635E+00  2.04877E+00  4.04877E+00  1.42926E+00  1.11150E+01  1.33276E+05  8.01903E+01  1.32338E+01  8.92726E-01  6.76114E-01  1.80069E+01  6.98123E+00  9.61960E-01  6.72108E+00  5.47721E+00  9.63361E-01  0.00000E+00  9.94141E-02  2.48100E-01  4.88903E-02  3.97013E-01  7.81465E-02  1.59352E-01  1.59352E-01  1.58403E-05  1.11000E+00  7.59136E-02  7.50288E+01       clos
  4.10000E+07  4.74537E+02  3.04459E+19  1.15766E+01  1.17867E+01  4.71467E+01  3.00340E+01  3.00340E+01  3.26732E-02  3.56784E-02  3.26732E-02  8.36519E+02  5.70111E+02  5.69998E+02  5.38331E+02  7.00923E+02  5.53574E+02  1.57311E+07  0.00000E+00  4.53915E+00  4.54120E+00  5.06636E+00  2.04877E+00  4.04877E+00  1.43334E+00  1.10769E+01  1.33276E+05  8.02369E+01  1.32338E+01  8.93106E-01  6.76114E-01  1.80069E+01  6.98192E+00  9.62651E-01  6.72310E+00  5.47924E+00  9.65379E-01  0.00000E+00  9.94835E-02  2.47981E-01  4.90098E-02  3.97013E-01  7.81465E-02  1.59352E-01  1.59352E-01  1.59013E-05  1.11166E+00  7.62741E-02  7.46870E+01       clos
  4.11000E+07  4.75694E+02  3.04459E+19  1.15780E+01  1.18154E+01  4.72617E+01  3.01072E+01  3.01072E+01  3.27529E-02  3.57654E-02  3.27529E-02  8.36434E+02  5.70111E+02  5.69998E+02  5.38331E+02  7.00875E+02  5.53574E+02  1.57311E+07  0.00000E+00  4.53918E+00  4.54123E+00  5.06638E+00  2.04877E+00  4.04877E+00  1.43738E+00  1.10786E+01  1.33276E+05  8.02814E+01  1.32338E+01  8.93697E-01  6.76114E-01  1.80069E+01  6.98281E+00  9.63535E-01  6.72510E+00  5.48125E+00  9.67382E-01  0.00000E+00  9.95494E-02  2.47861E-01  4.91293E-02  3.97013E-01  7.81465E-02  1.59352E-01  1.59352E-01  1.59624E-05  1.11339E+00  7.66340E-02  7.47018E+01       clos
